production_budget_usd,worldwide_gross_usd
200000000,207154748
200000000,207283457
200000000,207500000
200000000,207765056
200000000,208094550
200000000,208163
200000000,208300000
200000000,208370892
205000000,208542162
207000000,208900376
209000000,209045522
21000000,209461378
21000000,21000
21000000,21000000
21000000,21089146
21000000,21094974
21000000,21133087
21000000,21163999
21000000,21170563
21000000,21171695
21000000,21197454
21000000,21206861
21000000,21210
21000000,21215882
21000000,21270290
21000000,21277770
21000000,21300000
21000000,21361109
21000000,21378361
21000000,21404122
21500000,21410546
21500000,21413105
21500000,21500000
21500000,21502976
21600000,21544732
21600000,21571189
210000,21577076
210000000,21596074
210000000,21621188
210000000,21657770
210000000,21722776
215000000,21750000
215000000,21758371
217000000,21778555
22000,21787233
22000000,21799652
22000000,21817298
22000000,21827296
22000000,21851362
22000000,21867665
22000000,21896367
22000000,21930418
22000000,21970000
22000000,21970831
22000000,21973182
22000000,210253368
22000000,210300000
22000000,210904
22000000,211562435
22000000,211700000
22000000,211739043
22000000,211856088
22000000,212026975
22000000,212200000
22000000,212282709
22000000,212400000
22000000,212417601
22000000,212453431
22000000,212912137
22000000,212928762
22000000,212956024
22000000,212989
22000000,213120004
22000000,213137
22000000,213420951
22000000,213463976
22000000,213500000
22000000,213514672
22000000,214357371
22000000,214392904
22000000,214949716
22000000,214974953
22000000,215080810
22000000,215300000
22000000,215448997
22000000,215559
22000000,215862692
22000000,216600000
22000000,217022588
22000000,217196811
22000000,217370736
22000000,217569328
22500000,217670152
22500000,217986320
22500000,218535708
22700000,218613188
220000000,218673959
225000,218853353
225000,219265952
225000000,219535492
225000000,219572877
225000000,22000000
225000000,22018988
23000,22032635
23000000,22099706
23000000,22108977
23000000,22119269
23000000,22139590
23000000,22165608
23000000,22168359
23000000,22178125
23000000,22198996
23000000,22217183
23000000,22233808
23000000,22273
23000000,22331846
23000000,22365133
23000000,22391450
23000000,22411948
23000000,22433915
23000000,22434
23000000,22441
23000000,22468620
23000000,22549338
23000000,22591451
23000000,22594052
23000000,22597969
23000000,22623
23000000,22673340
23000000,22723
23000000,22730924
23000000,22744132
23000000,22750356
23000000,22754472
23000000,22815460
23600000,22852487
230000,22860477
230000000,22861785
230000000,22879194
232000000,22885836
24000000,22910563
24000000,22913677
24000000,22921898
24000000,22937201
24000000,22969202
24000000,22978953
24000000,220175
24000000,220236410
24000000,220241723
24000000,220648184
24000000,220944
24000000,221096
24000000,221148959
24000000,221229335
24000000,221468935
24000000,221594911
24000000,221662676
24000000,222383055
24000000,223050874
24000000,223564608
24000000,223636949
24000000,223652
24000000,223878
24000000,224117573
24000000,224614744
24000000,224922135
24000000,225000000
24000000,225933435
24000000,225986078
24000000,225990976
24000000,226739416
24200000,226792
240000,226941585
245000,227140757
25000,227200000
25000,227241
25000,227773686
25000,227793915
25000,228641283
25000,229034050
25000,229155503
25000000,229250
25000000,229311
25000000,229518131
25000000,229545589
25000000,229653
25000000,229727774
25000000,23010607
25000000,23014021
25000000,23014027
25000000,23046142
25000000,23047939
25000000,23095325
25000000,23134075
25000000,23152062
25000000,23187506
25000000,23190697
25000000,23265132
25000000,23266821
25000000,23271741
25000000,23283672
25000000,23311425
25000000,23344056
25000000,23347469
25000000,23353111
25000000,23360779
25000000,23367586
25000000,23380203
25000000,23393939
25000000,23471871
25000000,23506237
25000000,23565072
25000000,23591043
25000000,23591783
25000000,23600000
25000000,23616
25000000,23661038
25000000,23676771
25000000,23689877
25000000,23693646
25000000,23734486
25000000,23800000
25000000,23889158
25000000,23894000
25000000,23910210
25000000,23911362
25000000,23998226
25000000,231450102
25000000,231711151
25000000,231928227
25000000,232017848
25000000,232643008
25000000,233066978
25000000,233125712
25000000,233700000
25000000,234400000
25000000,234723148
25000000,234981342
25000000,235900000
25000000,235907054
25000000,236410607
25000000,236412453
25000000,236500000
25000000,236799211
25000000,236806
25000000,236827677
25000000,236863
25000000,237685089
25000000,237814327
25000000,237816
25000000,238059569
25000000,238202668
25000000,238317814
25000000,238552082
25000000,238757137
25000000,238940997
25000000,239373970
25000000,239500000
25000000,239606210
25000000,239814025
25000000,239962
25000000,24021282
25000000,24041617
25000000,24103594
25000000,24150550
25000000,24159934
25000000,24172899
25000000,24215385
25000000,24355762
25000000,24391108
25000000,24405825
25000000,24419219
25000000,24426169
25000000,24464742
25000000,24474312
25000000,24474463
25000000,24489150
25000000,24515990
25000000,24591031
25000000,24600000
25000000,24600832
25000000,24660323
25000000,24687524
25000000,24716190
25000000,24719879
25000000,24761360
25000000,24906717
25000000,24911670
25000000,24915969
25000000,24935799
25000000,24956
25000000,240396
25000000,240495
25000000,240497948
25000000,241200000
25000000,241719
25000000,242443
25000000,242623
25000000,242895809
25000000,242981799
25000000,243180937
25000000,243388614
25000000,243768
25000000,244088654
25000000,244126300
25000000,244465
25000000,245229234
25000000,245300000
25000000,245504574
25000000,245623848
25000000,245768384
25000000,245800000
25000000,246100000
25000000,246400000
25000000,247023808
25000000,247474497
25000000,247740
25000000,247812011
25000000,247950247
25000000,248099143
25000000,248218486
25000000,248300000
25000000,249488115
25000000,249520430
25000000,25000000
25000000,25000000
25000000,25000000
25000000,25011000
25000000,25032000
25000000,25044057
25000000,25052000
25000000,25059640
25000000,25077411
25000000,25078937
25000000,25114901
25000000,25116103
25000000,25187026
25000000,25199891
25100000,25244700
25500000,25268680
25530000,25269040
250000,25307405
250000,25344490
250000,25357771
250000,25358996
250000,25361206
250000,25397460
250000,25426861
250000,25448707
250000,25480031
250000,25504513
250000,25514848
250000,25532388
250000,25533818
250000,25572
250000,25608779
250000,25621449
250000,25670174
250000,25697647
250000,25727044
250000,25732334
250000,25732986
250000,25842377
250000,25852508
250000,25861249
250000,25863405
250000,25863458
250000,25873142
250000,25873145
250000,25878153
250000,25899797
250000,25913869
250000,25928721
250000,25935
250000,25941437
250000,25943792
250000,250200000
250000,250474038
250000000,250649836
250000000,250700000
250000000,250800000
250000000,251359904
250000000,251499665
250000000,252091016
250000000,252276928
250000000,252726
250000000,253555383
258000000,254293
26000000,255000
26000000,255000000
26000000,256585882
26000000,256873813
26000000,257641634
26000000,257805243
26000000,257878294
26000000,257938649
26000000,257972745
26000000,258210860
26000000,258751370
26000000,259541430
26000000,259736090
26000000,26
26000000,26004026
26000000,26007
26000000,26010864
26000000,26063572
26000000,26097497
26000000,26121638
26000000,26146072
26000000,26170402
26000000,26184400
26000000,26199377
26000000,26199517
26000000,26214846
26000000,26323969
26000000,26341896
26000000,26348203
26000000,26387039
26000000,26400000
26000000,26517819
26000000,26533200
26000000,26570048
26000000,26572439
26000000,26593580
26000000,26608
26700000,26613620
260000000,26670920
27000,26673242
27000,26703184
27000,26708196
27000000,26716191
27000000,26735797
27000000,26736665
27000000,26792700
27000000,26822
27000000,26853810
27000000,26857459
27000000,26918576
27000000,26936265
27000000,26939925
27000000,260002115
27000000,260700012
27000000,261364
27000000,261400000
27000000,261443242
27000000,262758310
27000000,262794441
27000000,263417913
27000000,263591415
27000000,263880341
27000000,263894551
27000000,263900000
27000000,264118201
27000000,264246220
27000000,266685242
27000000,266824291
27000000,266967
27000000,267194
27500000,267200000
27500000,267816276
27500000,267972
27500000,267985456
27500000,268000000
27500000,268268174
27500000,268314513
27500000,268500000
27500000,269065678
270000,269806430
275000000,27000381
275000000,27025600
275000000,27053815
28000000,27066941
28000000,27092880
28000000,27100030
28000000,27107960
28000000,27147349
28000000,27147991
28000000,27148898
28000000,27151490
28000000,27187653
28000000,27238354
28000000,27257061
28000000,27281507
28000000,27317872
28000000,27342246
28000000,27366288
28000000,27392196
28000000,27392609
28000000,27447471
28000000,27450453
28000000,27469621
28000000,27491653
28000000,27501814
28000000,27561
28000000,27572844
28000000,27610873
28000000,27682712
28000000,27688744
28000000,27704111
28000000,27709625
28000000,27731527
28000000,27732366
28000000,27786849
28000000,27788649
28000000,27794339
28000000,27836366
28000000,27882226
28000000,27911453
28000000,27936778
28000000,27958191
28000000,27979399
28000000,270340892
28000000,270944428
28000000,270997378
28000000,271736
28000000,272223430
28000000,273271982
28000000,273330185
28500000,273346281
28700000,273814019
29000000,274000000
29000000,274299
29000000,274392649
29000000,274392880
29000000,274543085
29000000,274949886
29000000,275726716
29000000,276014965
29000000,276294164
29000000,276665036
29000000,276841585
29000000,277200000
29000000,277233
29000000,277442381
29000000,277943
29200000,278731369
290000,279500000
3000000,28012862
3000000,28058652
3000000,28142379
3000000,28200000
3000000,28208085
3000000,28231444
3000000,28270399
3000000,28307092
3000000,28315272
3000000,28316211
3000000,28350000
3000000,28356188
3000000,28383441
3000000,28391473
3000000,28400715
3000000,28452945
3000000,28468
3000000,28544120
3000000,28575778
3000000,28649556
3000000,28674417
3000000,28703083
3000000,28721408
3000000,28734552
3000000,28762690
3000000,28773637
3000000,28773827
3000000,28864
3000000,28871190
3000000,28876702
3000000,28906817
3000000,28915761
3000000,28920188
3000000,28972187
3000000,280355920
3000000,281447
3000000,281527158
3000000,282300000
3000000,282687
3000000,282778100
3000000,283200000
3000000,283218368
3000000,284174
3000000,285400000
3000000,285593
3000000,286192091
3000000,286214286
3000000,286500000
3000000,286896578
3000000,287000
3000000,287130801
3000000,287594577
3000000,287916633
3000000,288215319
3000000,288587450
3000000,288693989
3000000,288751
3000000,288757
3000000,289527030
3000000,289660619
3000000,29005064
3000000,29027914
3000000,29050
3000000,29090445
3000000,29145924
3000000,29197694
3000000,29200000
3000000,29203383
3000000,29206732
3000000,29227561
3000000,29233
3000000,29276904
3000000,29317886
3000000,29356757
3000000,29367143
3000000,29384
3000000,29393634
3000000,29400000
3000000,29406132
3000000,29500000
3000000,29544532
3000000,29548291
3000000,29549145
3000000,29652736
3000000,29725663
3000000,29781453
3000000,29823162
3000000,29827
3000000,29830239
3000000,29843245
3000000,29863840
3000000,29870801
3000000,29882645
3000000,29890402
3000000,29934477
3000000,29937909
3000000,29948322
3000000,290650494
3000000,290701374
3000000,290875
3000000,292738626
3000000,292817841
3000000,294156605
3000000,294680778
3100000,295212467
3100000,295279072
3180000,295492
3200000,295493
3200000,295750
3200000,295874190
3200000,296339717
3200000,296642834
3200000,298815224
3250000,298923419
3250000,299461782
3250000,299477886
3250000,3000000
3300000,3000000
3300000,3000000
3300000,3027956
3300000,3048209
3300000,3050934
3300000,3058380
3380000,3061763
3400000,3076820
3400000,3090593
3400000,3099369
3400000,3100000
3400000,3127472
3400000,3129471
3400000,3134509
3440000,3147950
3450000,3149
3500000,3168858
3500000,3177636
3500000,3180252
3500000,3202000
3500000,3220
3500000,3231251
3500000,3234
3500000,3237452
3500000,3252550
3500000,3256
3500000,3260179
3500000,3260555
3500000,3264
3500000,3270128
3500000,3270974
3500000,3273588
3500000,3275585
3500000,3281898
3500000,3292333
3500000,3293258
3500000,3301
3500000,3324070
3500000,3324184
3500000,3330
3500000,3330012
3500000,3336053
3500000,3347647
3500000,3355048
3500000,3357324
3500000,3396508
3500000,3434330
3500000,3436763
3500000,3438735
3500000,3438804
3500000,3440939
3500000,3442853
3500000,3454036
3600000,3456602
3700000,3465703
3700000,3468572
3700000,3471
3716946,3479302
3750000,3484523
3750000,3485383
3750000,3496
3768785,3500000
3800000,3500000
3800000,3500000
3800000,3505823
3800000,3522153
3900000,3541565
3900000,3547
3900000,3553253
30000,3559803
30000,3565109
30000,3571253
30000,3575308
30000,3582797
30000000,3588602
30000000,3605420
30000000,3617277
30000000,3620902
30000000,3623609
30000000,3632
30000000,3648
30000000,3660880
30000000,3700
30000000,3700000
30000000,3705923
30000000,3707583
30000000,3709
30000000,3721988
30000000,3727746
30000000,3731489
30000000,3747270
30000000,3787689
30000000,3807503
30000000,3809226
30000000,3816594
30000000,3824868
30000000,3838486
30000000,3858964
30000000,3871448
30000000,3894240
30000000,3895664
30000000,3902679
30000000,3922043
30000000,3931367
30000000,30000000
30000000,30022000
30000000,30050028
30000000,30051905
30000000,30063805
30000000,30118557
30000000,30138912
30000000,30143795
30000000,30163785
30000000,30199105
30000000,30241435
30000000,30261293
30000000,30298347
30000000,30307804
30000000,30312
30000000,30331165
30000000,30332385
30000000,30351664
30000000,30360570
30000000,30396134
30000000,30399714
30000000,30438635
30000000,30443277
30000000,30491379
30000000,30500000
30000000,30576502
30000000,30593313
30000000,30601801
30000000,30626690
30000000,30628981
30000000,30629507
30000000,30703845
30000000,30719170
30000000,30808558
30000000,30857000
30000000,30864649
30000000,30885781
30000000,30894247
30000000,30905
30000000,30955
30000000,30962112
30000000,30987695
30000000,300150546
30000000,300200000
30000000,300400000
30000000,300854823
30000000,302204
30000000,302211243
30000000,302469017
30000000,302710615
30000000,303500000
30000000,304249198
30000000,304472
30000000,304599899
30000000,304602
30000000,305070
30000000,305218228
30000000,305270083
30000000,305705794
30000000,306715
30000000,306771047
30000000,306900902
30000000,307166834
30000000,307325633
30000000,307353906
30000000,308700000
30000000,308793
30000000,31013349
30000000,31063038
30000000,31070412
30000000,31077418
30000000,31149251
30000000,31157914
30000000,31164747
30000000,31222395
30000000,31286759
30000000,31320293
30000000,31333917
30000000,31341183
30000000,31390587
30000000,31393201
30000000,31425
30000000,31517561
30000000,31556959
30000000,31559560
30000000,31631
30000000,31635150
30000000,31670620
30000000,31672000
30000000,31678778
30000000,31681811
30000000,31716953
30000000,31770413
30000000,31835600
30000000,31878891
30000000,31899000
30000000,31916
30000000,31943401
30000000,310043823
30000000,310138178
30000000,310332636
30000000,310650574
30000000,310697192
30000000,310891
30000000,310940997
30000000,310946
30000000,311270008
30000000,311594032
30000000,311744465
30000000,311979256
30000000,313230
30000000,313436
30000000,314073
30000000,314111923
30000000,314444
30000000,314594597
30000000,314709717
30000000,315000
30000000,315268353
30000000,315709697
30000000,316300000
30000000,316915264
30000000,317668058
30000000,318000141
30000000,318146162
30000000,318623
30000000,319090241
30000000,319700000
30000000,319713881
30250000,32014993
300000,32030610
300000,32033
300000,32051917
300000,32059295
300000,32092
300000,32092761
300000,32100816
300000,32209741
300000,32222567
300000,32223424
300000,32248241
300000,32327255
300000,32382381
300000,32430721
300000,32531759
300000,32544
300000,32572
300000,32575443
300000,32618920
300000,32632668
300000,32653000
300000,32662299
300000,32679264
300000,32700439
300000,32738814
300000,32838945
300000000,32927
300000000,32943247
306000000,32952995
31000000,32955399
31000000,32961
31000000,32968648
31000000,32980880
31000000,32983332
31000000,320100000
31000000,321365567
31000000,321887208
31000000,321952
31000000,322241588
31500000,324218
31500000,325491
312000,325500000
32000000,326073155
32000000,327656424
32000000,328015209
32000000,328125643
32000000,328203506
32000000,328675540
32000000,328711434
32000000,329621
32000000,329809326
32000000,33000000
32000000,33000377
32000000,33013805
32000000,33035736
32000000,33069303
32000000,33076815
32000000,33118854
32000000,33139618
32000000,33175076
32000000,33200000
32000000,33208099
32000000,33300000
32000000,33312
32000000,33339868
32000000,33349941
32000000,33395426
32000000,33395426
32000000,33422485
32000000,33422806
32000000,33436931
32500000,33447612
32500000,33462011
32500000,33463969
32500000,33473297
32500000,33474334
323000,33500620
325000,33508485
325000,33512260
33000000,33526835
33000000,33598
33000000,33606409
33000000,33649881
33000000,33713827
33000000,33754967
33000000,33762400
33000000,33771965
33000000,33886017
33000000,33907844
33000000,33913542
33000000,33943049
33000000,33954018
33000000,33956608
33500000,330717080
34000000,330780051
34000000,331000
34000000,331266710
34000000,331323410
34000000,331333876
34000000,331775766
34000000,332000000
34000000,332120
34000000,333080271
34800000,334100000
340000,334342692
35000,336069511
35000,336398312
35000,336529144
35000000,337700000
35000000,339504276
35000000,34004262
35000000,34009180
35000000,34044909
35000000,34105207
35000000,34114067
35000000,34145
35000000,34166572
35000000,34175000
35000000,34240572
35000000,34246770
35000000,34247816
35000000,34301950
35000000,34352162
35000000,34364995
35000000,34409206
35000000,34416893
35000000,34449356
35000000,34454631
35000000,34480045
35000000,34499204
35000000,34505110
35000000,34533783
35000000,34557416
35000000,34562222
35000000,34572780
35000000,34600000
35000000,34645374
35000000,34668249
35000000,34700000
35000000,34718173
35000000,34729091
35000000,34787111
35000000,34806726
35000000,34820335
35000000,34872033
35000000,34873513
35000000,34916128
35000000,340384141
35000000,340930
35000000,342416460
35000000,342722
35000000,342769200
35000000,343397247
35000000,344780046
35000000,345114933
35000000,345141403
35000000,346106
35000000,347100000
35000000,347425832
35000000,348319861
35000000,348547523
35000000,348629585
35000000,349088523
35000000,349143061
35000000,349464664
35000000,349618
35000000,35007180
35000000,35017
35000000,35073978
35000000,35106706
35000000,35122948
35000000,35129610
35000000,35185884
35000000,35195939
35000000,35312
35000000,35319689
35000000,35341814
35000000,35409686
35000000,35417162
35000000,35426759
35000000,35450113
35000000,35472739
35000000,35579007
35000000,35579177
35000000,35627222
35000000,35681080
35000000,35688
35000000,35792945
35000000,35795319
35000000,35830713
35000000,35841901
35000000,35856053
35000000,35869934
35000000,35891257
35000000,35919
35000000,35990505
35000000,350100280
35000000,350976753
35000000,351040419
35000000,351500000
35000000,351620129
35000000,351774938
35000000,352829528
35000000,352831065
35000000,353480
35000000,353715317
35000000,353743
35000000,354704
35000000,354836
35000000,355408305
35000000,355612291
35000000,355919
35000000,356148063
35000000,356258047
35000000,356429941
35000000,356546621
35000000,356800601
35000000,357687
35000000,358500000
35000000,358824714
35000000,358994850
35000000,359142722
35000000,36000000
35000000,36000000
35000000,36000000
35000000,36028802
35000000,36040895
35000000,36049108
35000000,36054706
35000000,36068890
35000000,36133014
35000000,36145695
35200000,36146087
350000,36197221
350000,36230219
350000,36238752
350000,36262783
350000,36265745
350000,36275469
350000,36299670
350000,36374700
36000000,36404841
36000000,36497
36000000,36521223
36000000,36535837
36000000,36630
36000000,36665191
36000000,36682170
36000000,36690067
36000000,36720752
36000000,36722311
36000000,36741667
36000000,36751979
36000000,36751984
36000000,36787044
36000000,36833473
36000000,36850101
36000000,36856306
36500000,36882378
37000000,360099999
37000000,361730660
37000000,362000072
37000000,362211740
37000000,362605033
37000000,362989076
37000000,363064265
37000000,363095319
37000000,363728226
37000000,364545516
37000000,364607
37000000,365300000
37000000,365491792
37500000,365900000
37500000,366101666
37500000,366784257
375000,367262558
375000,367582
379000,367650911
38000000,368567189
38000000,37048526
38000000,37066129
38000000,37226218
38000000,37227
38000000,37306334
38000000,37339594
38000000,37400000
38000000,37402877
38000000,37466538
38000000,37472651
38000000,37493221
38000000,37537675
38000000,37584304
38000000,37600000
38000000,37659652
38000000,37672944
38000000,37750754
38000000,37799643
38000000,37831658
38000000,37865
38000000,37923818
38000000,37956589
38000000,370541256
38000000,370569776
38000000,370742166
38000000,371647
38000000,371917043
38000000,372239
38600000,373375
385907,373615
39000000,373993951
39000000,374085065
39000000,374105123
39000000,374825760
39000000,374890034
39000000,375474
39000000,375740705
4000000,376000000
4000000,376856949
4000000,377807404
4000000,378505812
4000000,379161
4000000,38017873
4000000,38028230
4000000,38067218
4000000,38087756
4000000,38112154
4000000,38119483
4000000,38122000
4000000,38158601
4000000,38159905
4000000,38164784
4000000,38172500
4000000,38236338
4000000,38251425
4000000,38253433
4000000,38283765
4000000,38329114
4000000,38351350
4000000,38364855
4000000,38389024
4000000,38462071
4000000,38512850
4000000,38564422
4000000,38574362
4000000,38585047
4000000,38590458
4000000,38684906
4000000,38718031
4000000,38747385
4000000,38749404
4000000,38771262
4000000,38788828
4000000,38899792
4000000,38959900
4000000,38976797
4000000,38992292
4000000,381420
4000000,381687380
4000000,382288147
4000000,382946
4000000,384244
4000000,384519665
4000000,385000317
4000000,385524862
4000000,385680446
4000000,386069390
4000000,386096060
4000000,386116343
4000000,387513770
4000000,387644286
4000000,388390
4000000,389925971
4000000,39006188
4000000,39012241
4000000,39017984
4000000,39100956
4000000,39126427
4000000,39134983
4000000,39217912
4000000,39233233
4000000,39235486
4000000,39238443
4000000,39241323
4000000,39251128
4000000,39319801
4000000,39340177
4000000,39360491
4000000,39374600
4000000,39380876
4000000,39393111
4000000,39475
4000000,39498360
4000000,39499349
4000000,39549758
4000000,39686345
4000000,39686769
4000000,39723096
4000000,39753957
4000000,39778599
4000000,39846344
4000000,39852
4000000,39984023
4000000,390500000
4030000,390525192
4200000,391942
4200000,391976723
4200000,397501348
4200000,397644453
4200000,399793
4200000,399908
4300000,4000000
4300000,4000000
4300000,4000000
4300000,4000000
4357373,4002884
4400000,4020990
4400000,4023741
4400000,4049527
4400000,4064333
4500000,4065020
4500000,4100000
4500000,4109095
4500000,4124277
4500000,4127619
4500000,4128828
4500000,4134
4500000,4142507
4500000,4151836
4500000,4199334
4500000,4199874
4500000,4221341
4500000,4230426
4500000,4234355
4500000,4239767
4500000,4243996
4500000,4254
4500000,4273372
4500000,4288246
4500000,4294373
4500000,4300000
4500000,4301000
4500000,4313644
4500000,4316497
4500000,4327
4500000,4333569
4500000,4356126
4500000,4357406
4500000,4358000
4500000,4360548
4500000,4372561
4500000,4383538
4600000,4398989
4600000,4408420
4600000,4408636
4600000,4414753
4600000,4417983
4600000,4420000
4638783,4422318
4700000,4453327
4700000,4454853
4700000,4485485
4700000,4494560
4700000,4496583
4750000,4504111
4750000,4547660
4800000,4556982
4800000,4559569
4833610,4568257
4900000,4570178
4900000,4581937
4900000,4584
4900000,4600000
4900000,4606284
40000,4613482
40000,4630045
40000,4651977
40000000,4655
40000000,4659110
40000000,4668109
40000000,4673377
40000000,4678513
40000000,4690802
40000000,4700000
40000000,4708127
40000000,4713059
40000000,4714090
40000000,4720371
40000000,4727375
40000000,4728896
40000000,4731944
40000000,4741987
40000000,4750000
40000000,4754517
40000000,4777465
40000000,4814244
40000000,4815890
40000000,4816142
40000000,4854356
40000000,4857731
40000000,4865000
40000000,4880941
40000000,4892
40000000,4911725
40000000,4917
40000000,4922166
40000000,4930
40000000,4934104
40000000,4934356
40000000,4956401
40000000,4967493
40000000,4972016
40000000,4984663
40000000,40016662
40000000,40020622
40000000,40055439
40000000,40103262
40000000,40119848
40000000,40123346
40000000,40127259
40000000,40147042
40000000,40157856
40000000,40262
40000000,40283321
40000000,40287017
40000000,40311842
40000000,40319440
40000000,40363530
40000000,40435694
40000000,40454520
40000000,40485039
40000000,40520649
40000000,40527719
40000000,40686409
40000000,40796145
40000000,40862054
40000000,40966716
40000000,400062763
40000000,400214478
40000000,401
40000000,401021746
40000000,402231063
40000000,402280159
40000000,402448265
40000000,403841637
40000000,404561724
40000000,405760225
40000000,406299
40000000,407100
40000000,407488
40000000,407711549
40000000,408159
40000000,408269295
40000000,41004412
40000000,41015970
40000000,41042583
40000000,41059418
40000000,41076865
40000000,41148679
40000000,41158757
40000000,41267469
40000000,41268579
40000000,41294674
40000000,41296320
40000000,41300105
40000000,41334735
40000000,41342180
40000000,41348628
40000000,41382841
40000000,41410568
40000000,41457834
40000000,41467606
40000000,41476097
40000000,41495213
40000000,41560117
40000000,41636243
40000000,41642166
40000000,41666476
40000000,41699612
40000000,41744718
40000000,41753881
40000000,41771168
40000000,41798224
40000000,41824066
40000000,41833347
40000000,41914
40000000,41921590
40000000,41924774
40000000,41975388
40000000,41982227
40000000,410900000
40000000,411002906
40000000,411348924
40000000,411874
40000000,412800000
40000000,413733
40000000,413802
40000000,414404
40000000,414617
40000000,414736
40000000,415247258
40000000,416197059
40000000,416385488
40000000,416456852
40000000,417341288
40000000,418186950
40000000,418953
40000000,419428
40000000,42000000
40000000,42002029
40000000,42064105
40000000,42067430
40000000,42137871
40000000,42141196
40000000,42167286
40000000,42174545
40000000,42195766
40000000,42226657
40000000,42273609
40000000,42355526
40000000,42376425
40000000,42411721
40000000,42488161
40000000,42503
40000000,42557
40000000,42598498
40000000,42642077
40000000,42735
40000000,42776032
40000000,42799060
40000000,42844516
40000000,421021
40000000,423
40000000,424149
40000000,424200000
40000000,427230516
40000000,427300260
400000,428535
400000,428923
400000,429448
400000,43000000
400000,43044087
400000,43057552
400000,43111725
400000,43281552
400000,43308707
400000,43326383
400000,43343247
400000,43353117
400000,43402515
400000,43440721
400000,43492389
400000,43528634
41000000,43530281
41000000,43545364
41000000,43603990
41000000,43607627
42000,43632609
42000,43658157
42000000,43700000
42000000,43728560
42000000,43766463
42000000,43797731
42000000,43848100
42000000,43924923
42000000,43928932
42000000,43948865
42000000,43957541
42000000,43980363
42000000,43988888
42000000,430821168
42000000,431942139
42000000,432645872
42000000,433058296
42000000,433125655
42000000,433574208
42000000,433588
42000000,435040395
42000000,435168
42000000,439651
42000000,44083403
42000000,44103982
42000000,44115496
42000000,44195779
42000000,44196684
42500000,44200000
420000,44267641
425000,44270131
425000000,44342956
43000000,44383030
43000000,44391156
43000000,44400000
43000000,44411527
43000000,44451470
43000000,44452
430000,44462
439000,44513466
44000000,44566
44000000,44567606
44000000,44650003
44000000,44701
44000000,44726644
44000000,44785053
44000000,44793168
44500000,44793222
45000,44821299
45000000,44942821
45000000,44948240
45000000,440160956
45000000,440821
45000000,441286003
45000000,441767803
45000000,442161562
45000000,442169052
45000000,442550
45000000,442638
45000000,443483213
45000000,446438
45000000,448191819
45000000,449239855
45000000,449326618
45000000,449948323
45000000,45000000
45000000,45005151
45000000,45043870
45000000,45095823
45000000,45121177
45000000,45160110
45000000,45273464
45000000,45284974
45000000,45312217
45000000,45336404
45000000,45431
45000000,45557491
45000000,45680201
45000000,45688337
45000000,45707924
45000000,45779
45000000,45785720
45000000,45892212
45000000,45916769
45000000,45921140
45000000,450
45000000,450349
45000000,450594
45000000,450728529
45000000,451329842
45000000,454161935
45000000,454255
45000000,456810575
45000000,456814
45000000,457507776
45000000,457683805
45000000,457697994
45000000,457729388
45000000,458054
45000000,458232
45000000,459359555
45000000,46060915
45000000,46112640
45000000,46122713
45000000,46164361
45000000,46176322
45000000,46189568
45000000,46225326
45000000,46263525
45000000,46309644
45000000,46370970
45000000,46488
45000000,46526243
45000000,46598133
45000000,46604054
45000000,46634275
45000000,46666955
45000000,46730578
45000000,46752858
45000000,46777347
45000000,46790428
450000,46815807
450000,461651246
450000,462206
450000,463039
450000,463517383
450000,463730
450000,465764086
450000,466106
450000,467381584
450000,469590832
46000000,47011449
46000000,47085064
46000000,47158652
46000000,47175038
46000000,47213095
46000000,47267829
46000000,47289758
46500000,47300771
47000000,47313824
47000000,47329
47000000,47371191
47000000,47407635
47000000,47417251
47000000,47469
47000000,47508505
47000000,47666013
47000000,47707417
47500000,47721314
47500000,47751015
475000,47782426
48000000,47787943
48000000,47818913
48000000,47881663
48000000,47902566
48000000,47923795
48000000,470700000
48000000,470751398
48000000,473769
48000000,474171806
48000000,475000
48000000,475367
48000000,475825484
48000000,476684675
48000000,478595
48000000,48048527
48000000,48056764
49000000,48164150
49000000,48169156
49000000,48169910
49000000,48197252
5000,48330757
5000,48425971
5000000,48446802
5000000,48478084
5000000,48530887
5000000,48531242
5000000,48543388
5000000,48559999
5000000,48563556
5000000,48570885
5000000,48585416
5000000,48680977
5000000,48856
5000000,48958353
5000000,48977233
5000000,481525
5000000,482860185
5000000,484161265
5000000,484468608
5000000,484873045
5000000,485004754
5000000,485035085
5000000,486124090
5000000,487519809
5000000,49037621
5000000,49105766
5000000,49155371
5000000,49196532
5000000,49238525
5000000,49369899
5000000,49473093
5000000,49486874
5000000,49526
5000000,49610898
5000000,49628177
5000000,49686263
5000000,49730854
5000000,49733545
5000000,49793054
5000000,49800000
5000000,49823037
5000000,49851591
5000000,49858465
5000000,49894223
5000000,49924079
5000000,49928680
5000000,490359051
5000000,490875846
5000000,491812794
5000000,492108
5000000,492557218
5000000,493214888
5000000,493738435
5000000,493905
5000000,494870991
5000000,495700000
5000000,496511521
5000000,497195
5000000,498438212
5000000,5000
5000000,5000000
5000000,5000000
5000000,5000000
5000000,5000000
5000000,5002310
5000000,5017971
5000000,5028948
5000000,5034794
5000000,5045359
5000000,5046038
5000000,5046118
5000000,5073
5000000,5100863
5000000,5142858
5000000,5149131
5000000,5175088
5000000,5204007
5000000,5217498
5000000,5228617
